Ost;Nord;PLZ;Gemeinde;Dorf;Strasse;Hausnummer
60547.84;382865.20;4184;Afiesl;Koeckendorf;Koeckendorf;1
60433.52;383039.60;4184;Afiesl;Koeckendorf;Koeckendorf;2
60477.98;382913.65;4184;Afiesl;Koeckendorf;Koeckendorf;3
60504.60;382930.40;4184;Afiesl;Koeckendorf;Koeckendorf;4
60506.52;382891.15;4184;Afiesl;Koeckendorf;Koeckendorf;5
60572.72;382835.43;4184;Afiesl;Koeckendorf;Koeckendorf;6
60792.55;382836.71;4184;Afiesl;Koeckendorf;Koeckendorf;7
60824.78;382802.83;4184;Afiesl;Koeckendorf;Koeckendorf;8
60069.40;382753.70;4184;Afiesl;Koeckendorf;Koeckendorf;9
60069.40;382753.70;4184;Afiesl;Koeckendorf;Koeckendorf;9
60680.92;382722.02;4184;Afiesl;Koeckendorf;Koeckendorf;10
60732.81;382654.82;4184;Afiesl;Koeckendorf;Koeckendorf;11
60687.24;382653.87;4184;Afiesl;Koeckendorf;Koeckendorf;12
60682.38;382605.54;4184;Afiesl;Koeckendorf;Koeckendorf;13
60672.41;382490.82;4184;Afiesl;Koeckendorf;Koeckendorf;14
60634.41;382527.48;4184;Afiesl;Koeckendorf;Koeckendorf;15
61036.17;381818.71;4184;Afiesl;Koeckendorf;Koeckendorf;16
61029.95;381854.48;4184;Afiesl;Koeckendorf;Koeckendorf;17
60867.19;381677.39;4184;Afiesl;Koeckendorf;Koeckendorf;19
61024.24;381506.44;4184;Afiesl;Koeckendorf;Koeckendorf;23
60906.69;381475.79;4184;Afiesl;Koeckendorf;Koeckendorf;24
60883.90;381104.65;4184;Afiesl;Koeckendorf;Koeckendorf;25
61272.96;383808.88;4184;Afiesl;Koeckendorf;Koeckendorf;28
61313.39;382502.58;4184;Afiesl;Koeckendorf;Koeckendorf;29
61632.00;383281.00;4184;Afiesl;Koeckendorf;Koeckendorf;30
61210.73;383718.45;4184;Afiesl;Koeckendorf;Koeckendorf;31
61024.21;382839.53;4184;Afiesl;Koeckendorf;Koeckendorf;33
60851.92;381749.79;4184;Afiesl;Koeckendorf;Koeckendorf;34
60641.73;383197.81;4184;Afiesl;Koeckendorf;Koeckendorf;35
60897.52;381715.50;4184;Afiesl;Koeckendorf;Koeckendorf;39
60863.45;381161.17;4184;Afiesl;Koeckendorf;Koeckendorf;40
60976.75;380988.00;4184;Afiesl;Koeckendorf;Koeckendorf;42
60547.39;382479.55;4184;Afiesl;Koeckendorf;Koeckendorf;43
60590.99;382507.41;4184;Afiesl;Koeckendorf;Koeckendorf;44
60827.65;381616.37;4184;Afiesl;Koeckendorf;Koeckendorf;45
60515.43;382515.47;4184;Afiesl;Koeckendorf;Koeckendorf;46
60484.38;382512.20;4184;Afiesl;Koeckendorf;Koeckendorf;81
60685.58;382775.42;4184;Afiesl;Koeckendorf;Koeckendorf;130
60626.76;382823.59;4184;Afiesl;Koeckendorf;Koeckendorf;133
60796.59;382773.62;4184;Afiesl;Koeckendorf;Koeckendorf;135
60487.24;382879.93;4184;Afiesl;Koeckendorf;Koeckendorf;136
60707.00;382673.00;4184;Afiesl;Koeckendorf;Koeckendorf;137
58849.94;382256.37;4184;Afiesl;Neuschlag;Neuschlag;1
58893.79;382159.06;4184;Afiesl;Neuschlag;Neuschlag;2
58808.51;382025.98;4184;Afiesl;Neuschlag;Neuschlag;3
58819.95;381981.17;4184;Afiesl;Neuschlag;Neuschlag;3
58837.82;381923.25;4184;Afiesl;Neuschlag;Neuschlag;4
58821.96;381842.77;4184;Afiesl;Neuschlag;Neuschlag;5
58794.21;381740.78;4184;Afiesl;Neuschlag;Neuschlag;6
58952.27;381734.86;4184;Afiesl;Neuschlag;Neuschlag;7
58874.84;381571.45;4184;Afiesl;Neuschlag;Neuschlag;8
58919.53;381549.87;4184;Afiesl;Neuschlag;Neuschlag;9
58841.55;381379.72;4184;Afiesl;Neuschlag;Neuschlag;10
58839.67;381352.74;4184;Afiesl;Neuschlag;Neuschlag;11
58871.17;381275.23;4184;Afiesl;Neuschlag;Neuschlag;12
58888.65;381174.42;4184;Afiesl;Neuschlag;Neuschlag;13
58718.46;381037.44;4184;Afiesl;Neuschlag;Neuschlag;14
58640.27;380950.62;4184;Afiesl;Neuschlag;Neuschlag;15
58663.04;380942.62;4184;Afiesl;Neuschlag;Neuschlag;15
58697.05;380798.48;4184;Afiesl;Neuschlag;Neuschlag;16
58704.23;380722.37;4184;Afiesl;Neuschlag;Neuschlag;17
58681.21;380514.31;4184;Afiesl;Neuschlag;Neuschlag;18
58937.21;380664.51;4184;Afiesl;Neuschlag;Neuschlag;19
58985.05;380613.63;4184;Afiesl;Neuschlag;Neuschlag;20
59064.00;380584.00;4184;Afiesl;Neuschlag;Neuschlag;21
58879.09;381245.63;4184;Afiesl;Neuschlag;Neuschlag;27
58656.03;380461.81;4184;Afiesl;Neuschlag;Neuschlag;28
58953.67;380644.98;4184;Afiesl;Neuschlag;Neuschlag;29
59316.95;380867.56;4184;Afiesl;Neuschlag;Neuschlag;30
58792.39;380745.25;4184;Afiesl;Neuschlag;Neuschlag;31
59229.61;380509.27;4184;Afiesl;Neuschlag;Neuschlag;32
58652.37;380689.15;4184;Afiesl;Neuschlag;Neuschlag;33
58680.71;380991.39;4184;Afiesl;Neuschlag;Neuschlag;41
58867.24;382287.06;4184;Afiesl;Neuschlag;Neuschlag;42
58664.52;380830.16;4184;Afiesl;Neuschlag;Neuschlag;43
58862.52;381797.34;4184;Afiesl;Neuschlag;Neuschlag;44
58840.63;382094.89;4184;Afiesl;Neuschlag;Neuschlag;45
58842.19;382127.40;4184;Afiesl;Neuschlag;Neuschlag;46
59006.79;380645.03;4184;Afiesl;Neuschlag;Neuschlag;48
58998.27;380678.83;4184;Afiesl;Neuschlag;Neuschlag;49
58890.00;381809.00;4184;Afiesl;Neuschlag;Neuschlag;50
59065.14;382890.84;4170;Afiesl;Oberafiesl;Oberafiesl;1
59027.61;382909.45;4170;Afiesl;Oberafiesl;Oberafiesl;2
58924.00;382576.00;4170;Afiesl;Oberafiesl;Oberafiesl;3
58680.63;382610.52;4170;Afiesl;Oberafiesl;Oberafiesl;4
58680.63;382610.52;4170;Afiesl;Oberafiesl;Oberafiesl;4
58675.22;382370.48;4170;Afiesl;Oberafiesl;Oberafiesl;5
58657.73;382398.13;4170;Afiesl;Oberafiesl;Oberafiesl;6
58932.21;383038.21;4170;Afiesl;Oberafiesl;Oberafiesl;7
58932.21;383038.21;4170;Afiesl;Oberafiesl;Oberafiesl;7
58710.56;383021.52;4170;Afiesl;Oberafiesl;Oberafiesl;8
58602.78;382954.12;4170;Afiesl;Oberafiesl;Oberafiesl;9
58569.64;382942.93;4170;Afiesl;Oberafiesl;Oberafiesl;10
58520.81;382909.03;4170;Afiesl;Oberafiesl;Oberafiesl;11
58856.17;383040.66;4170;Afiesl;Oberafiesl;Oberafiesl;12
58377.06;382938.92;4170;Afiesl;Oberafiesl;Oberafiesl;13
58306.63;382830.75;4170;Afiesl;Oberafiesl;Oberafiesl;14
58238.90;383027.70;4170;Afiesl;Oberafiesl;Oberafiesl;15
58154.21;383017.22;4170;Afiesl;Oberafiesl;Oberafiesl;16
58054.37;383538.91;4170;Afiesl;Oberafiesl;Oberafiesl;17
58032.89;383593.63;4170;Afiesl;Oberafiesl;Oberafiesl;18
57973.04;383601.82;4170;Afiesl;Oberafiesl;Oberafiesl;19
57691.26;383056.45;4170;Afiesl;Oberafiesl;Oberafiesl;20
58259.71;382742.68;4170;Afiesl;Oberafiesl;Oberafiesl;24
57885.70;383817.76;4170;Afiesl;Oberafiesl;Oberafiesl;25
57837.24;383289.08;4170;Afiesl;Oberafiesl;Oberafiesl;26
58680.63;382610.52;4170;Afiesl;Oberafiesl;Oberafiesl;27
58527.17;382955.10;4170;Afiesl;Oberafiesl;Oberafiesl;28
58718.10;382606.40;4170;Afiesl;Oberafiesl;Oberafiesl;29
58801.00;383043.00;4170;Afiesl;Oberafiesl;Oberafiesl;30
58968.38;382949.42;4170;Afiesl;Oberafiesl;Oberafiesl;32
58756.27;383028.69;4170;Afiesl;Oberafiesl;Oberafiesl;33
58284.12;382799.29;4170;Afiesl;Oberafiesl;Oberafiesl;34
59595.26;383797.27;4184;Afiesl;Oberafiesl;Oberafiesl;
59660.83;382776.80;4184;Afiesl;Unterafiesl;Unterafiesl;1
59628.24;382858.32;4184;Afiesl;Unterafiesl;Unterafiesl;2
59600.45;382831.40;4184;Afiesl;Unterafiesl;Unterafiesl;3
59368.63;382865.98;4184;Afiesl;Unterafiesl;Unterafiesl;4
59501.50;382829.93;4184;Afiesl;Unterafiesl;Unterafiesl;5
59307.36;382850.63;4184;Afiesl;Unterafiesl;Unterafiesl;6
59116.82;382396.43;4184;Afiesl;Unterafiesl;Unterafiesl;7
59523.25;382270.92;4184;Afiesl;Unterafiesl;Unterafiesl;8
59499.42;382283.19;4184;Afiesl;Unterafiesl;Unterafiesl;9
59695.83;382253.80;4184;Afiesl;Unterafiesl;Unterafiesl;10
59555.76;382148.37;4184;Afiesl;Unterafiesl;Unterafiesl;11
59579.42;382214.43;4184;Afiesl;Unterafiesl;Unterafiesl;12
59896.05;382468.74;4184;Afiesl;Unterafiesl;Unterafiesl;13
59842.27;382469.91;4184;Afiesl;Unterafiesl;Unterafiesl;14
59805.47;382375.82;4184;Afiesl;Unterafiesl;Unterafiesl;15
59847.95;382404.44;4184;Afiesl;Unterafiesl;Unterafiesl;16
59558.75;382243.76;4184;Afiesl;Unterafiesl;Unterafiesl;17
59594.66;382183.74;4184;Afiesl;Unterafiesl;Unterafiesl;19
60616.99;381215.05;4184;Afiesl;Waldhaeuser;Waldhaeuser;1
60418.74;381052.18;4184;Afiesl;Waldhaeuser;Waldhaeuser;2
60239.78;380903.92;4184;Afiesl;Waldhaeuser;Waldhaeuser;3
60206.43;380903.08;4184;Afiesl;Waldhaeuser;Waldhaeuser;4
60101.65;380762.25;4184;Afiesl;Waldhaeuser;Waldhaeuser;5
60179.96;380288.37;4184;Afiesl;Waldhaeuser;Waldhaeuser;6
60444.15;381239.18;4184;Afiesl;Waldhaeuser;Waldhaeuser;7
60611.06;380335.18;4184;Afiesl;Waldhaeuser;Waldhaeuser;8
60514.27;380403.09;4184;Afiesl;Waldhaeuser;Waldhaeuser;9
60217.83;380259.71;4184;Afiesl;Waldhaeuser;Waldhaeuser;10
60154.03;380259.20;4184;Afiesl;Waldhaeuser;Waldhaeuser;11
60154.03;380259.20;4184;Afiesl;Waldhaeuser;Waldhaeuser;11
60177.10;380238.52;4184;Afiesl;Waldhaeuser;Waldhaeuser;12
60187.48;380928.19;4184;Afiesl;Waldhaeuser;Waldhaeuser;13
60264.51;379510.53;4184;Afiesl;Waldhaeuser;Waldhaeuser;14
60271.51;379491.34;4184;Afiesl;Waldhaeuser;Waldhaeuser;15
60128.61;379823.02;4184;Afiesl;Waldhaeuser;Waldhaeuser;16
60105.84;379819.12;4184;Afiesl;Waldhaeuser;Waldhaeuser;31
60146.75;379943.83;4184;Afiesl;Waldhaeuser;Waldhaeuser;33
61130.13;379983.36;4184;Afiesl;Waldhaeuser;Waldhaeuser;34
60264.11;379483.75;4184;Afiesl;Waldhaeuser;Waldhaeuser;35
60278.01;379459.14;4184;Afiesl;Waldhaeuser;Waldhaeuser;35
60218.17;380136.23;4184;Afiesl;Waldhaeuser;Waldhaeuser;36
60516.19;380036.13;4184;Afiesl;Waldhaeuser;Waldhaeuser;41
60239.83;379362.68;4184;Afiesl;Waldhaeuser;Waldhaeuser;42
60059.67;379772.39;4184;Afiesl;Waldhaeuser;Waldhaeuser;45
60124.92;379239.21;4184;Afiesl;Waldhaeuser;Waldhaeuser;46
60117.22;379266.04;4184;Afiesl;Waldhaeuser;Waldhaeuser;47
59616.16;380600.54;4184;Afiesl;Waldhaeuser;Waldhaeuser;50
60115.64;379879.97;4184;Afiesl;Waldhaeuser;Waldhaeuser;61
60309.26;379421.11;4184;Afiesl;Waldhaeuser;Waldhaeuser;62
60251.94;379438.98;4184;Afiesl;Waldhaeuser;Waldhaeuser;63
60052.32;379752.40;4184;Afiesl;Waldhaeuser;Waldhaeuser;64
60233.39;379472.98;4184;Afiesl;Waldhaeuser;Waldhaeuser;65
60270.59;380331.15;4184;Afiesl;Waldhaeuser;Waldhaeuser;66
60198.27;380153.25;4184;Afiesl;Waldhaeuser;Waldhaeuser;
60007.45;380179.93;4184;Afiesl;Waldhaeuser;Waldhaeuser;
60007.45;380179.93;4184;Afiesl;Waldhaeuser;Waldhaeuser;
59945.00;378743.00;4184;Ahorn;Helfenberg;Tischlerberg;7
59953.99;378759.95;4184;Ahorn;Helfenberg;Tischlerberg;8
59943.41;378707.04;4184;Ahorn;Helfenberg;Tischlerberg;9
60054.40;378742.89;4184;Ahorn;Helfenberg;Tischlerberg;10
60070.73;378721.30;4184;Ahorn;Helfenberg;Tischlerberg;11
60106.78;378732.99;4184;Ahorn;Helfenberg;Tischlerberg;12
60036.02;378731.39;4184;Ahorn;Helfenberg;Tischlerberg;
59762.82;378341.79;4184;Ahorn;Helfenberg;Piberberg;1
59825.08;378365.54;4184;Ahorn;Helfenberg;Piberberg;2
59782.30;378278.51;4184;Ahorn;Helfenberg;Piberberg;3
59803.45;378303.25;4184;Ahorn;Helfenberg;Piberberg;4
59802.24;378252.41;4184;Ahorn;Helfenberg;Piberberg;7
59837.90;378280.55;4184;Ahorn;Helfenberg;Piberberg;8
59836.00;378213.00;4184;Ahorn;Helfenberg;Piberberg;9
59830.38;378122.47;4184;Ahorn;Helfenberg;Piberberg;16
59819.08;378172.89;4184;Ahorn;Helfenberg;Piberberg;17
59853.60;378142.31;4184;Ahorn;Helfenberg;Piberberg;19
59893.63;378136.68;4184;Ahorn;Helfenberg;Piberberg;20
59855.13;378114.83;4184;Ahorn;Helfenberg;Piberberg;21
59843.46;378086.28;4184;Ahorn;Helfenberg;Piberberg;22
59892.10;378099.26;4184;Ahorn;Helfenberg;Piberberg;23
59867.96;378048.57;4184;Ahorn;Helfenberg;Piberberg;24
59892.71;378073.31;4184;Ahorn;Helfenberg;Piberberg;25
59883.24;378024.45;4184;Ahorn;Helfenberg;Piberberg;26
59924.49;378026.59;4184;Ahorn;Helfenberg;Piberberg;29
60020.66;378409.38;4184;Ahorn;Helfenberg;Piberberg;32
59980.08;378419.07;4184;Ahorn;Helfenberg;Piberberg;33
60031.70;378442.29;4184;Ahorn;Helfenberg;Piberberg;34
59996.82;378443.26;4184;Ahorn;Helfenberg;Piberberg;35
59959.44;378450.20;4184;Ahorn;Helfenberg;Piberberg;36
59909.85;378431.06;4184;Ahorn;Helfenberg;Piberberg;39
59670.81;378390.68;4184;Ahorn;Helfenberg;Piberberg;44
61379.66;376249.02;4184;Ahorn;Helfenberg;Piberberg;
60222.79;378484.88;4184;Ahorn;Helfenberg;Burgweg;1
60255.72;378477.67;4184;Ahorn;Helfenberg;Burgweg;2
60271.12;378455.26;4184;Ahorn;Helfenberg;Burgweg;3
60262.15;378416.29;4184;Ahorn;Helfenberg;Burgweg;5
62390.00;376509.00;4183;Ahorn;Ahorn;Ahorn;1
62398.91;376559.27;4183;Ahorn;Ahorn;Ahorn;2
62364.87;376585.25;4183;Ahorn;Ahorn;Ahorn;2
62385.50;376533.17;4183;Ahorn;Ahorn;Ahorn;3
62367.95;376571.08;4183;Ahorn;Ahorn;Ahorn;4
62207.27;376526.13;4183;Ahorn;Ahorn;Ahorn;5
62163.00;376531.00;4183;Ahorn;Ahorn;Ahorn;6
62136.02;376502.88;4183;Ahorn;Ahorn;Ahorn;7
62089.57;376464.87;4183;Ahorn;Ahorn;Ahorn;8
61485.78;375905.54;4184;Ahorn;Ahorn;Ahorn;9
61989.93;376453.93;4183;Ahorn;Ahorn;Ahorn;10
62070.66;376496.82;4183;Ahorn;Ahorn;Ahorn;11
62130.72;376533.77;4183;Ahorn;Ahorn;Ahorn;12
62177.97;376559.03;4183;Ahorn;Ahorn;Ahorn;13
62156.28;376546.05;4183;Ahorn;Ahorn;Ahorn;14
62198.06;376576.44;4183;Ahorn;Ahorn;Ahorn;15
61750.73;376792.18;4183;Ahorn;Ahorn;Ahorn;16
61820.53;376795.63;4183;Ahorn;Ahorn;Ahorn;17
61843.15;377143.66;4183;Ahorn;Ahorn;Ahorn;18
61775.66;377209.06;4183;Ahorn;Ahorn;Ahorn;19
62170.15;377227.85;4183;Ahorn;Ahorn;Ahorn;20
62239.99;377078.17;4183;Ahorn;Ahorn;Ahorn;21
62425.78;377075.38;4183;Ahorn;Ahorn;Ahorn;22
62568.72;377184.31;4183;Ahorn;Ahorn;Ahorn;23
62473.77;376981.77;4183;Ahorn;Ahorn;Ahorn;24
62426.66;376697.85;4183;Ahorn;Ahorn;Ahorn;25
62130.00;376092.00;4183;Ahorn;Ahorn;Ahorn;26
62041.61;376785.07;4183;Ahorn;Ahorn;Ahorn;27
62438.63;377008.62;4183;Ahorn;Ahorn;Ahorn;29
62812.51;377026.38;4183;Ahorn;Ahorn;Ahorn;30
62703.87;376427.21;4183;Ahorn;Ahorn;Ahorn;31
62800.09;377093.21;4183;Ahorn;Ahorn;Ahorn;32
62479.79;377114.94;4183;Ahorn;Ahorn;Ahorn;33
62295.00;377100.00;4183;Ahorn;Ahorn;Ahorn;34
62738.06;376413.76;4183;Ahorn;Ahorn;Ahorn;35
62972.85;375684.31;4183;Ahorn;Ahorn;Ahorn;36
61961.25;376229.15;4183;Ahorn;Ahorn;Ahorn;37
62933.11;375765.90;4183;Ahorn;Ahorn;Ahorn;38
63011.02;375822.18;4183;Ahorn;Ahorn;Ahorn;39
61759.43;376364.96;4183;Ahorn;Ahorn;Ahorn;40
61942.39;376994.84;4183;Ahorn;Ahorn;Ahorn;41
62753.78;376064.37;4183;Ahorn;Ahorn;Ahorn;42
62878.11;377165.35;4183;Ahorn;Ahorn;Ahorn;43
62536.02;376988.45;4183;Ahorn;Ahorn;Ahorn;44
62173.26;377178.93;4183;Ahorn;Ahorn;Ahorn;45
62781.14;377003.89;4183;Ahorn;Ahorn;Ahorn;46
62156.42;377232.30;4183;Ahorn;Ahorn;Ahorn;47
62536.02;376988.45;4183;Ahorn;Ahorn;Ahorn;48
62194.11;376124.12;4183;Ahorn;Ahorn;Ahorn;49
62040.12;376441.85;4183;Ahorn;Ahorn;Ahorn;50
62257.16;376565.52;4183;Ahorn;Ahorn;Ahorn;51
62099.51;377193.67;4183;Ahorn;Ahorn;Ahorn;52
62122.18;377211.02;4183;Ahorn;Ahorn;Ahorn;53
62852.28;376007.51;4183;Ahorn;Ahorn;Ahorn;54
61865.90;376436.15;4183;Ahorn;Ahorn;Ahorn;56
62369.94;376570.06;4183;Ahorn;Ahorn;Ahorn;57
61926.78;376899.34;4183;Ahorn;Ahorn;Ahorn;60
59666.67;378390.22;4184;Ahorn;Ahorn;Ahorn;
64234.41;374473.79;4183;Ahorn;Kleintraberg;Kleintraberg;8
64184.83;374367.51;4183;Ahorn;Kleintraberg;Kleintraberg;9
64224.91;374343.47;4183;Ahorn;Kleintraberg;Kleintraberg;10
64188.18;374273.58;4183;Ahorn;Kleintraberg;Kleintraberg;11
63859.01;374426.65;4183;Ahorn;Kleintraberg;Kleintraberg;12
63854.20;374309.16;4183;Ahorn;Kleintraberg;Kleintraberg;14
64012.56;374284.37;4183;Ahorn;Kleintraberg;Kleintraberg;15
64013.33;374224.82;4183;Ahorn;Kleintraberg;Kleintraberg;16
64145.30;374134.74;4183;Ahorn;Kleintraberg;Kleintraberg;17
63924.91;374524.32;4183;Ahorn;Kleintraberg;Kleintraberg;18
64110.82;374151.88;4183;Ahorn;Kleintraberg;Kleintraberg;24
64102.75;374193.08;4183;Ahorn;Kleintraberg;Kleintraberg;25
64156.37;374160.53;4183;Ahorn;Kleintraberg;Kleintraberg;27
63000.61;374461.25;4183;Ahorn;Lichtmessberg;Lichtmessberg;1
62778.06;374137.01;4183;Ahorn;Lichtmessberg;Lichtmessberg;3
62812.63;374235.21;4183;Ahorn;Lichtmessberg;Lichtmessberg;4
63662.27;376780.91;4183;Ahorn;Oberbrunnwald;Oberbrunnwald;3
63227.75;377690.38;4183;Ahorn;Oberbrunnwald;Oberbrunnwald;4
63275.25;377609.82;4183;Ahorn;Oberbrunnwald;Oberbrunnwald;5
63552.42;376051.83;4183;Ahorn;Obertraberg;Obertraberg;2
63471.68;376085.73;4183;Ahorn;Obertraberg;Obertraberg;3
63418.47;376191.34;4183;Ahorn;Obertraberg;Obertraberg;5
63027.21;376399.93;4183;Ahorn;Obertraberg;Obertraberg;6
63236.28;376279.74;4183;Ahorn;Obertraberg;Obertraberg;7
63130.99;376265.42;4183;Ahorn;Obertraberg;Obertraberg;8
62902.34;376402.36;4183;Ahorn;Obertraberg;Obertraberg;9
62788.89;376415.67;4183;Ahorn;Obertraberg;Obertraberg;10
62976.48;376426.74;4183;Ahorn;Obertraberg;Obertraberg;11
63070.51;376450.90;4183;Ahorn;Obertraberg;Obertraberg;12
63091.24;376377.56;4183;Ahorn;Obertraberg;Obertraberg;13
63140.49;376393.10;4183;Ahorn;Obertraberg;Obertraberg;14
63134.01;376415.73;4183;Ahorn;Obertraberg;Obertraberg;15
63254.32;376372.22;4183;Ahorn;Obertraberg;Obertraberg;16
62669.46;376333.73;4183;Ahorn;Obertraberg;Obertraberg;17
62918.93;376580.02;4183;Ahorn;Obertraberg;Obertraberg;18
62831.23;376375.42;4183;Ahorn;Obertraberg;Obertraberg;19
62911.91;376704.71;4183;Ahorn;Obertraberg;Obertraberg;20
63109.08;376878.50;4183;Ahorn;Obertraberg;Obertraberg;21
62754.78;376862.37;4183;Ahorn;Obertraberg;Obertraberg;22
63515.77;376094.73;4183;Ahorn;Obertraberg;Obertraberg;23
63487.89;376121.07;4183;Ahorn;Obertraberg;Obertraberg;24
62784.44;376856.49;4183;Ahorn;Obertraberg;Obertraberg;25
62803.36;376832.45;4183;Ahorn;Obertraberg;Obertraberg;26
62817.70;376801.03;4183;Ahorn;Obertraberg;Obertraberg;27
62835.94;376740.31;4183;Ahorn;Obertraberg;Obertraberg;28
62894.14;376737.92;4183;Ahorn;Obertraberg;Obertraberg;32
60877.57;375497.67;4184;Ahorn;Penning;Penning;6
60889.69;375475.64;4184;Ahorn;Penning;Penning;7
61802.42;376011.24;4184;Ahorn;Penning;Penning;12
61703.71;375742.57;4184;Ahorn;Penning;Penning;13
60804.72;377237.97;4184;Ahorn;Piberstein;Piberstein;1
60767.32;377171.26;4184;Ahorn;Piberstein;Piberstein;2
61207.88;376765.51;4184;Ahorn;Piberstein;Piberstein;3
61220.78;376664.46;4184;Ahorn;Piberstein;Piberstein;4
61344.64;376283.49;4184;Ahorn;Piberstein;Piberstein;5
61384.46;376150.57;4184;Ahorn;Piberstein;Piberstein;6
61379.66;376249.02;4184;Ahorn;Piberstein;Piberstein;7
60778.84;375915.01;4184;Ahorn;Piberstein;Piberstein;9
60882.95;376344.71;4184;Ahorn;Piberstein;Piberstein;10
60456.00;376505.00;4184;Ahorn;Piberstein;Piberstein;11
60258.94;376554.18;4184;Ahorn;Piberstein;Piberstein;12
59857.79;377067.02;4184;Ahorn;Piberstein;Piberstein;13
59834.00;377098.00;4184;Ahorn;Piberstein;Piberstein;14
59439.68;377603.42;4184;Ahorn;Piberstein;Piberstein;15
59427.20;377641.32;4184;Ahorn;Piberstein;Piberstein;16
60133.90;378114.30;4184;Ahorn;Piberstein;Piberstein;17
60467.45;377861.60;4184;Ahorn;Piberstein;Piberstein;18
60133.12;377523.15;4184;Ahorn;Piberstein;Piberstein;19
60228.35;377214.56;4184;Ahorn;Piberstein;Piberstein;20
60335.54;377005.45;4184;Ahorn;Piberstein;Piberstein;21
60403.91;377103.99;4184;Ahorn;Piberstein;Piberstein;22
60539.39;377026.30;4184;Ahorn;Piberstein;Piberstein;23
60821.32;377049.27;4184;Ahorn;Piberstein;Piberstein;24
60230.64;377035.14;4184;Ahorn;Piberstein;Piberstein;25
60439.35;377313.33;4184;Ahorn;Piberstein;Piberstein;26
60573.70;376830.16;4184;Ahorn;Piberstein;Piberstein;27
59079.40;377790.31;4184;Ahorn;Piberstein;Piberstein;28
61072.47;376587.43;4184;Ahorn;Piberstein;Piberstein;29
60863.47;376537.95;4184;Ahorn;Piberstein;Piberstein;30
60669.43;376615.16;4184;Ahorn;Piberstein;Piberstein;31
61032.87;376683.50;4184;Ahorn;Piberstein;Piberstein;32
61269.33;376391.80;4184;Ahorn;Piberstein;Piberstein;33
61213.66;376119.69;4184;Ahorn;Piberstein;Piberstein;34
60847.77;375934.48;4184;Ahorn;Piberstein;Piberstein;35
60875.15;375916.28;4184;Ahorn;Piberstein;Piberstein;36
60908.22;375897.03;4184;Ahorn;Piberstein;Piberstein;37
60929.56;375874.03;4184;Ahorn;Piberstein;Piberstein;38
60947.12;375861.86;4184;Ahorn;Piberstein;Piberstein;39
60976.57;375838.69;4184;Ahorn;Piberstein;Piberstein;40
60996.65;375811.05;4184;Ahorn;Piberstein;Piberstein;42
60937.66;375825.44;4184;Ahorn;Piberstein;Piberstein;44
60922.29;375841.92;4184;Ahorn;Piberstein;Piberstein;45
60897.18;375852.05;4184;Ahorn;Piberstein;Piberstein;46
60321.03;377446.86;4184;Ahorn;Piberstein;Piberstein;48
60815.60;375925.02;4184;Ahorn;Piberstein;Piberstein;50
59549.52;377613.00;4184;Ahorn;Piberstein;Piberstein;51
60664.43;376775.71;4184;Ahorn;Piberstein;Piberstein;52
60757.51;377124.05;4184;Ahorn;Piberstein;Piberstein;53
60670.86;376812.34;4184;Ahorn;Piberstein;Piberstein;54
60247.96;377004.02;4184;Ahorn;Piberstein;Piberstein;55
61088.99;376904.87;4184;Ahorn;Piberstein;Piberstein;56
61150.08;376844.78;4184;Ahorn;Piberstein;Piberstein;57
63265.08;377329.99;4183;Ahorn;Piberstein;Piberstein;60
59589.02;377667.71;4184;Ahorn;Piberstein;Piberstein;61
60429.99;377091.00;4184;Ahorn;Piberstein;Piberstein;62
60876.36;376525.84;4184;Ahorn;Piberstein;Piberstein;63
60832.95;375943.98;4184;Ahorn;Piberstein;Piberstein;66
60798.15;375943.30;4184;Ahorn;Piberstein;Piberstein;67
60763.54;375947.22;4184;Ahorn;Piberstein;Piberstein;68
60733.71;375875.71;4184;Ahorn;Piberstein;Piberstein;69
60735.50;375917.91;4184;Ahorn;Piberstein;Piberstein;71
60720.53;375932.64;4184;Ahorn;Piberstein;Piberstein;72
63224.14;373116.19;4182;Ahorn;Schallenberg;Schallenberg;3
63292.21;373125.47;4182;Ahorn;Schallenberg;Schallenberg;4
63374.81;373186.28;4182;Ahorn;Schallenberg;Schallenberg;5
63482.48;373159.65;4182;Ahorn;Schallenberg;Schallenberg;6
63361.48;373135.64;4182;Ahorn;Schallenberg;Schallenberg;9
63349.29;373233.76;4182;Ahorn;Schallenberg;Schallenberg;10
60997.49;377639.84;4184;Ahorn;Thurnerschlag;Thurnerschlag;13
61252.31;377663.90;4184;Ahorn;Thurnerschlag;Thurnerschlag;14
61235.99;377626.05;4184;Ahorn;Thurnerschlag;Thurnerschlag;15
61295.51;377563.30;4184;Ahorn;Thurnerschlag;Thurnerschlag;16
61275.85;377425.88;4184;Ahorn;Thurnerschlag;Thurnerschlag;17
61220.85;377430.95;4184;Ahorn;Thurnerschlag;Thurnerschlag;18
61234.28;377387.63;4184;Ahorn;Thurnerschlag;Thurnerschlag;40
61249.01;377327.03;4184;Ahorn;Thurnerschlag;Thurnerschlag;41
61287.38;377676.61;4184;Ahorn;Thurnerschlag;Thurnerschlag;42
61220.71;377446.06;4184;Ahorn;Thurnerschlag;Thurnerschlag;43
61259.63;377359.85;4184;Ahorn;Thurnerschlag;Thurnerschlag;44
