Ost;Nord;PLZ;Gemeinde;Dorf;Strasse;Hausnummer
47977.96;376655.03;4122;Arnreit;Daim;Daim;12
47883.40;376267.01;4122;Arnreit;Daim;Daim;13
47952.37;376072.93;4122;Arnreit;Daim;Daim;14
48148.22;376405.96;4122;Arnreit;Daim;Daim;15
48107.28;376422.92;4122;Arnreit;Daim;Daim;16
48073.61;376433.28;4122;Arnreit;Daim;Daim;17
48073.38;376406.74;4122;Arnreit;Daim;Daim;18
48030.55;376431.92;4122;Arnreit;Daim;Daim;19
48043.55;376407.75;4122;Arnreit;Daim;Daim;20
48001.81;376431.27;4122;Arnreit;Daim;Daim;21
47997.65;376405.31;4122;Arnreit;Daim;Daim;22
47965.94;376432.77;4122;Arnreit;Daim;Daim;23
47967.30;376404.82;4122;Arnreit;Daim;Daim;24
47956.18;376378.79;4122;Arnreit;Daim;Daim;25
47979.08;376378.45;4122;Arnreit;Daim;Daim;26
48013.31;376381.92;4122;Arnreit;Daim;Daim;27
48036.46;376380.94;4122;Arnreit;Daim;Daim;28
47924.68;376388.23;4122;Arnreit;Daim;Daim;29
47924.63;376412.24;4122;Arnreit;Daim;Daim;30
48053.72;376469.15;4122;Arnreit;Daim;Daim;32
48091.95;376627.00;4122;Arnreit;Daim;Daim;33
48097.79;376457.60;4122;Arnreit;Daim;Daim;34
48123.54;376450.60;4122;Arnreit;Daim;Daim;35
48057.42;376352.95;4122;Arnreit;Daim;Daim;36
48176.60;376397.47;4122;Arnreit;Daim;Daim;37
48212.75;376383.28;4122;Arnreit;Daim;Daim;38
48240.98;376394.61;4122;Arnreit;Daim;Daim;39
48190.41;376362.93;4122;Arnreit;Daim;Daim;40
49535.27;376404.90;4122;Arnreit;Eckersberg;Eckersberg;1
49596.61;376190.29;4122;Arnreit;Eckersberg;Eckersberg;3
49456.38;376617.04;4122;Arnreit;Eckersberg;Eckersberg;4
50122.92;376705.54;4122;Arnreit;Eckersberg;Eckersberg;5
50090.20;376642.47;4122;Arnreit;Eckersberg;Eckersberg;6
50159.03;376660.96;4122;Arnreit;Eckersberg;Eckersberg;8
50011.91;377128.44;4122;Arnreit;Eckersberg;Eckersberg;9
51227.67;376690.51;4122;Arnreit;Etzerreit;Etzerreit;1
51297.80;376560.87;4122;Arnreit;Etzerreit;Etzerreit;2
51311.75;376518.87;4122;Arnreit;Etzerreit;Etzerreit;3
51336.74;376568.16;4122;Arnreit;Etzerreit;Etzerreit;4
51322.11;376490.83;4122;Arnreit;Etzerreit;Etzerreit;5
51324.48;376451.61;4122;Arnreit;Etzerreit;Etzerreit;6
51297.93;376472.21;4122;Arnreit;Etzerreit;Etzerreit;7
51113.66;376599.44;4122;Arnreit;Etzerreit;Etzerreit;8
51912.06;376305.79;4122;Arnreit;Etzerreit;Etzerreit;9
51946.59;376238.93;4122;Arnreit;Etzerreit;Etzerreit;10
52045.83;376169.82;4122;Arnreit;Etzerreit;Etzerreit;11
52018.86;376174.52;4122;Arnreit;Etzerreit;Etzerreit;12
51516.99;376411.26;4122;Arnreit;Etzerreit;Etzerreit;13
51547.68;376357.55;4122;Arnreit;Etzerreit;Etzerreit;14
51373.43;376401.66;4122;Arnreit;Etzerreit;Etzerreit;15
51334.72;376383.56;4122;Arnreit;Etzerreit;Etzerreit;16
51248.52;376523.82;4122;Arnreit;Etzerreit;Etzerreit;17
51248.52;376523.82;4122;Arnreit;Etzerreit;Etzerreit;18
51328.63;376358.48;4122;Arnreit;Etzerreit;Etzerreit;19
51377.52;376368.85;4122;Arnreit;Etzerreit;Etzerreit;20
48917.00;377739.00;4122;Arnreit;Getzing;Getzing;1
48903.05;377638.72;4122;Arnreit;Getzing;Getzing;2
48947.00;377674.00;4122;Arnreit;Getzing;Getzing;3
49221.28;377131.25;4122;Arnreit;Getzing;Getzing;4
49072.58;377184.50;4122;Arnreit;Getzing;Getzing;5
49073.47;377197.22;4122;Arnreit;Getzing;Getzing;6
50568.27;376677.96;4122;Arnreit;Hengstschlag;Hengstschlag;1
50569.79;376624.91;4122;Arnreit;Hengstschlag;Hengstschlag;2
50584.65;376565.64;4122;Arnreit;Hengstschlag;Hengstschlag;3
50508.17;376635.90;4122;Arnreit;Hengstschlag;Hengstschlag;4
48292.87;377595.64;4122;Arnreit;Hoegling;Hoegling;1
48337.77;377555.29;4122;Arnreit;Hoegling;Hoegling;3
48352.71;377562.25;4122;Arnreit;Hoegling;Hoegling;3
48371.10;377511.95;4122;Arnreit;Hoegling;Hoegling;4
48407.90;377474.40;4122;Arnreit;Hoegling;Hoegling;5
48385.56;376991.93;4122;Arnreit;Hoegling;Hoegling;6
49242.67;375362.86;4122;Arnreit;Hoelling;Hoelling;1
49186.89;375378.51;4122;Arnreit;Hoelling;Hoelling;2
49178.69;375402.73;4122;Arnreit;Hoelling;Hoelling;3
49158.00;375405.11;4122;Arnreit;Hoelling;Hoelling;4
49131.41;375403.12;4122;Arnreit;Hoelling;Hoelling;5
49150.05;375375.84;4122;Arnreit;Hoelling;Hoelling;6
49136.67;375304.73;4122;Arnreit;Hoelling;Hoelling;7
49088.67;375289.01;4122;Arnreit;Hoelling;Hoelling;8
49073.00;375230.45;4122;Arnreit;Hoelling;Hoelling;9
48618.46;374939.98;4122;Arnreit;Hoelling;Hoelling;10
48686.65;374914.59;4122;Arnreit;Hoelling;Hoelling;11
49441.88;374838.57;4122;Arnreit;Hoelling;Hoelling;12
49377.74;374906.31;4122;Arnreit;Hoelling;Hoelling;13
49552.11;374805.32;4122;Arnreit;Hoelling;Hoelling;14
49077.57;375302.18;4122;Arnreit;Hoelling;Hoelling;15
49094.31;375317.85;4122;Arnreit;Hoelling;Hoelling;16
49116.26;375235.50;4122;Arnreit;Hoelling;Hoelling;17
49047.80;375316.49;4122;Arnreit;Hoelling;Hoelling;18
49005.90;375351.06;4122;Arnreit;Hoelling;Hoelling;19
49025.60;375333.68;4122;Arnreit;Hoelling;Hoelling;20
49155.27;375202.78;4122;Arnreit;Hoelling;Hoelling;21
49168.64;375227.23;4122;Arnreit;Hoelling;Hoelling;22
49155.91;375336.79;4122;Arnreit;Hoelling;Hoelling;23
49184.00;375176.00;4122;Arnreit;Hoelling;Hoelling;24
46816.37;377503.06;4122;Arnreit;Humenberg;Humenberg;1
46779.64;377508.16;4122;Arnreit;Humenberg;Humenberg;2
46709.26;377516.75;4122;Arnreit;Humenberg;Humenberg;3
46704.00;377501.00;4122;Arnreit;Humenberg;Humenberg;4
46663.34;377553.91;4122;Arnreit;Humenberg;Humenberg;5
46639.18;377558.15;4122;Arnreit;Humenberg;Humenberg;6
46598.90;377576.13;4122;Arnreit;Humenberg;Humenberg;7
46556.49;377596.76;4122;Arnreit;Humenberg;Humenberg;9
46541.51;377629.35;4122;Arnreit;Humenberg;Humenberg;10
46498.21;377644.60;4122;Arnreit;Humenberg;Humenberg;11
46466.96;377088.02;4122;Arnreit;Humenberg;Humenberg;12
46593.42;376942.70;4122;Arnreit;Humenberg;Humenberg;13
47687.92;377268.12;4122;Arnreit;Humenberg;Humenberg;14
47534.52;377438.54;4122;Arnreit;Humenberg;Humenberg;15
47631.37;377369.38;4122;Arnreit;Humenberg;Humenberg;16
47646.19;377344.13;4122;Arnreit;Humenberg;Humenberg;17
46831.64;377582.76;4122;Arnreit;Humenberg;Humenberg;18
46831.64;377582.76;4122;Arnreit;Humenberg;Humenberg;19
46618.08;377549.08;4122;Arnreit;Humenberg;Humenberg;20
46476.17;377049.12;4122;Arnreit;Humenberg;Humenberg;21
51991.33;376019.16;4122;Arnreit;Iglbach;Iglbach;8
47280.50;376446.51;4122;Arnreit;Katzenbach;Katzenbach;2
47279.85;376388.67;4122;Arnreit;Katzenbach;Katzenbach;3
47242.98;376422.76;4122;Arnreit;Katzenbach;Katzenbach;4
47323.57;376477.58;4122;Arnreit;Katzenbach;Katzenbach;5
47034.20;376730.92;4122;Arnreit;Katzenbach;Katzenbach;6
47207.68;376817.78;4122;Arnreit;Katzenbach;Katzenbach;7
47254.36;376488.50;4122;Arnreit;Katzenbach;Katzenbach;8
47186.90;376799.82;4122;Arnreit;Katzenbach;Katzenbach;9
48482.46;375722.58;4122;Arnreit;Liebenstein;Liebenstein;1
48308.48;375658.04;4122;Arnreit;Liebenstein;Liebenstein;2
48480.69;375693.30;4122;Arnreit;Liebenstein;Liebenstein;3
48456.54;375697.13;4122;Arnreit;Liebenstein;Liebenstein;3
48377.18;375163.16;4122;Arnreit;Liebenstein;Liebenstein;4
48711.52;375853.85;4122;Arnreit;Liebenstein;Liebenstein;5
48698.45;375875.73;4122;Arnreit;Liebenstein;Liebenstein;5
48558.00;375649.00;4122;Arnreit;Liebenstein;Liebenstein;6
48582.26;375643.64;4122;Arnreit;Liebenstein;Liebenstein;7
48600.01;375640.70;4122;Arnreit;Liebenstein;Liebenstein;8
48623.45;375613.27;4122;Arnreit;Liebenstein;Liebenstein;9
48676.73;375599.12;4122;Arnreit;Liebenstein;Liebenstein;10
48637.73;375632.66;4122;Arnreit;Liebenstein;Liebenstein;11
48680.18;375625.49;4122;Arnreit;Liebenstein;Liebenstein;12
48653.89;375660.08;4122;Arnreit;Liebenstein;Liebenstein;13
48691.95;375640.42;4122;Arnreit;Liebenstein;Liebenstein;14
48652.91;375691.98;4122;Arnreit;Liebenstein;Liebenstein;15
48706.59;375665.20;4122;Arnreit;Liebenstein;Liebenstein;16
48667.22;375713.18;4122;Arnreit;Liebenstein;Liebenstein;17
48710.01;375691.31;4122;Arnreit;Liebenstein;Liebenstein;18
48674.91;375734.85;4122;Arnreit;Liebenstein;Liebenstein;19
48717.37;375712.04;4122;Arnreit;Liebenstein;Liebenstein;20
48681.93;375754.65;4122;Arnreit;Liebenstein;Liebenstein;21
48724.97;375733.43;4122;Arnreit;Liebenstein;Liebenstein;22
48646.68;375753.99;4122;Arnreit;Liebenstein;Liebenstein;23
48731.81;375752.72;4122;Arnreit;Liebenstein;Liebenstein;24
48632.23;375727.92;4122;Arnreit;Liebenstein;Liebenstein;25
48624.35;375705.75;4122;Arnreit;Liebenstein;Liebenstein;27
48604.85;375675.48;4122;Arnreit;Liebenstein;Liebenstein;28
48634.43;375670.99;4122;Arnreit;Liebenstein;Liebenstein;29
48750.20;375850.12;4122;Arnreit;Liebenstein;Liebenstein;30
48714.19;375597.64;4122;Arnreit;Liebenstein;Liebenstein;31
48746.94;375589.38;4122;Arnreit;Liebenstein;Liebenstein;32
48720.94;375630.37;4122;Arnreit;Liebenstein;Liebenstein;33
48765.86;375630.60;4122;Arnreit;Liebenstein;Liebenstein;34
48730.72;375656.01;4122;Arnreit;Liebenstein;Liebenstein;35
48772.00;375653.87;4122;Arnreit;Liebenstein;Liebenstein;36
48795.00;375704.00;4122;Arnreit;Liebenstein;Liebenstein;40
48760.93;375755.58;4122;Arnreit;Liebenstein;Liebenstein;42
48766.84;375750.99;4122;Arnreit;Liebenstein;Liebenstein;43
48782.02;375751.10;4122;Arnreit;Liebenstein;Liebenstein;44
48794.42;375749.26;4122;Arnreit;Liebenstein;Liebenstein;45
48812.45;375747.77;4122;Arnreit;Liebenstein;Liebenstein;46
48826.95;375743.03;4122;Arnreit;Liebenstein;Liebenstein;47
48831.17;375746.19;4122;Arnreit;Liebenstein;Liebenstein;48
48846.99;375744.87;4122;Arnreit;Liebenstein;Liebenstein;49
48857.28;375745.40;4122;Arnreit;Liebenstein;Liebenstein;50
48865.71;375744.87;4122;Arnreit;Liebenstein;Liebenstein;51
48854.00;375555.00;4122;Arnreit;Liebenstein;Liebenstein;55
48885.00;375546.00;4122;Arnreit;Liebenstein;Liebenstein;56
48913.00;375542.00;4122;Arnreit;Liebenstein;Liebenstein;57
48924.55;375569.41;4122;Arnreit;Liebenstein;Liebenstein;58
48920.49;375603.42;4122;Arnreit;Liebenstein;Liebenstein;59
48887.52;375630.01;4122;Arnreit;Liebenstein;Liebenstein;67
50158.15;377926.50;4122;Arnreit;Moosham;Moosham;1
50165.85;377911.83;4122;Arnreit;Moosham;Moosham;2
50177.19;377871.02;4122;Arnreit;Moosham;Moosham;3
50199.42;377854.47;4122;Arnreit;Moosham;Moosham;4
50414.82;377587.94;4122;Arnreit;Moosham;Moosham;5
50432.84;377582.06;4122;Arnreit;Moosham;Moosham;6
50393.33;377633.26;4122;Arnreit;Moosham;Moosham;7
50454.41;378636.30;4122;Arnreit;Moosham;Moosham;8
50419.53;377558.04;4122;Arnreit;Moosham;Moosham;9
50402.00;377532.48;4122;Arnreit;Moosham;Moosham;10
50372.00;377607.00;4122;Arnreit;Moosham;Moosham;11
50335.79;377623.60;4122;Arnreit;Moosham;Moosham;12
50371.91;377665.60;4122;Arnreit;Moosham;Moosham;14
47076.17;375081.36;4121;Arnreit;Partenreit;Partenreit;1
47116.05;375108.60;4121;Arnreit;Partenreit;Partenreit;2
47010.36;375110.23;4121;Arnreit;Partenreit;Partenreit;3
47010.36;375110.23;4121;Arnreit;Partenreit;Partenreit;4
46951.96;375114.90;4121;Arnreit;Partenreit;Partenreit;5
46934.76;375136.18;4121;Arnreit;Partenreit;Partenreit;6
47244.64;375616.66;4121;Arnreit;Partenreit;Partenreit;7
47362.45;375513.66;4121;Arnreit;Partenreit;Partenreit;8
46922.56;375130.97;4121;Arnreit;Partenreit;Partenreit;9
47558.81;375585.64;4121;Arnreit;Partenreit;Partenreit;10
47531.18;375671.15;4121;Arnreit;Partenreit;Partenreit;11
47192.97;375058.20;4121;Arnreit;Partenreit;Partenreit;12
47355.58;375017.00;4121;Arnreit;Partenreit;Partenreit;13
47332.02;375032.77;4121;Arnreit;Partenreit;Partenreit;14
47400.23;375477.79;4121;Arnreit;Partenreit;Partenreit;15
47495.35;375595.15;4121;Arnreit;Partenreit;Partenreit;16
47171.93;375100.12;4121;Arnreit;Partenreit;Partenreit;17
47336.24;374983.55;4121;Arnreit;Partenreit;Partenreit;18
47312.65;375003.99;4121;Arnreit;Partenreit;Partenreit;19
47296.26;375007.93;4121;Arnreit;Partenreit;Partenreit;20
47275.42;375017.73;4121;Arnreit;Partenreit;Partenreit;21
46849.84;375166.10;4121;Arnreit;Partenreit;Partenreit;22
47214.75;375091.16;4121;Arnreit;Partenreit;Partenreit;23
47245.27;375080.25;4121;Arnreit;Partenreit;Partenreit;24
47267.36;375077.00;4121;Arnreit;Partenreit;Partenreit;25
47244.53;375032.28;4121;Arnreit;Partenreit;Partenreit;26
47291.11;375061.24;4121;Arnreit;Partenreit;Partenreit;27
47468.37;378219.38;4122;Arnreit;Schoenberg;Schoenberg;10
47518.86;378208.94;4122;Arnreit;Schoenberg;Schoenberg;11
50434.37;375716.46;4122;Arnreit;Schoersching;Schoersching;1
50476.74;375699.07;4122;Arnreit;Schoersching;Schoersching;2
50481.60;375657.40;4122;Arnreit;Schoersching;Schoersching;4
50534.64;375596.58;4122;Arnreit;Schoersching;Schoersching;5
50498.60;375927.59;4122;Arnreit;Schoersching;Schoersching;6
50459.33;375666.54;4122;Arnreit;Schoersching;Schoersching;7
50275.03;374853.01;4122;Arnreit;Schoersching;Schoersching;8
50636.58;375003.55;4122;Arnreit;Schoersching;Schoersching;9
50005.52;375757.42;4122;Arnreit;Schoersching;Schoersching;10
50014.95;375369.92;4122;Arnreit;Schoersching;Schoersching;11
50678.71;375053.62;4122;Arnreit;Schoersching;Schoersching;12
50694.38;375070.58;4122;Arnreit;Schoersching;Schoersching;13
50511.52;375676.11;4122;Arnreit;Schoersching;Schoersching;14
50812.37;375134.81;4122;Arnreit;Schoersching;Schoersching;16
49996.57;375425.65;4122;Arnreit;Schoersching;Schoersching;17
46122.24;376229.50;4121;Arnreit;Stierberg;Stierberg;1
46102.07;376247.55;4121;Arnreit;Stierberg;Stierberg;2
46052.85;376278.24;4121;Arnreit;Stierberg;Stierberg;3
46088.63;376292.72;4121;Arnreit;Stierberg;Stierberg;4
46115.70;376298.17;4121;Arnreit;Stierberg;Stierberg;5
46125.87;376271.82;4121;Arnreit;Stierberg;Stierberg;6
46162.28;376295.47;4121;Arnreit;Stierberg;Stierberg;7
46177.74;376264.71;4121;Arnreit;Stierberg;Stierberg;8
46189.74;376226.14;4121;Arnreit;Stierberg;Stierberg;9
45650.17;376830.63;4121;Arnreit;Stierberg;Stierberg;10
45706.92;376863.46;4121;Arnreit;Stierberg;Stierberg;11
45632.16;376860.03;4121;Arnreit;Stierberg;Stierberg;12
46031.98;375682.19;4121;Arnreit;Stierberg;Stierberg;13
45932.50;375684.30;4121;Arnreit;Stierberg;Stierberg;14
46818.98;376737.03;4122;Arnreit;Stierberg;Stierberg;15
46696.14;376472.62;4121;Arnreit;Stierberg;Stierberg;16
45495.63;376022.89;4121;Arnreit;Stierberg;Stierberg;18
45495.63;376022.89;4121;Arnreit;Stierberg;Stierberg;18
46227.00;376270.87;4121;Arnreit;Stierberg;Stierberg;19
46025.58;376352.03;4121;Arnreit;Stierberg;Stierberg;20
46109.45;376172.38;4121;Arnreit;Stierberg;Stierberg;21
46193.99;376304.30;4121;Arnreit;Stierberg;Stierberg;22
46273.37;376270.55;4121;Arnreit;Stierberg;Stierberg;23
46229.07;376320.71;4121;Arnreit;Stierberg;Stierberg;24
46251.00;376287.00;4121;Arnreit;Stierberg;Stierberg;25
50549.76;377385.30;4122;Arnreit;Untergahleiten;Untergahleiten;1
50564.14;377330.42;4122;Arnreit;Untergahleiten;Untergahleiten;2
50626.50;377324.54;4122;Arnreit;Untergahleiten;Untergahleiten;3
50691.73;377281.09;4122;Arnreit;Untergahleiten;Untergahleiten;4
50743.40;377230.53;4122;Arnreit;Untergahleiten;Untergahleiten;5
50755.78;377079.68;4122;Arnreit;Untergahleiten;Untergahleiten;6
50483.81;377180.70;4122;Arnreit;Untergahleiten;Untergahleiten;7
50463.41;377180.06;4122;Arnreit;Untergahleiten;Untergahleiten;8
50839.31;377770.45;4122;Arnreit;Untergahleiten;Untergahleiten;9
50810.21;377994.33;4122;Arnreit;Untergahleiten;Untergahleiten;10
50775.01;377199.47;4122;Arnreit;Untergahleiten;Untergahleiten;11
50568.73;377292.44;4122;Arnreit;Untergahleiten;Untergahleiten;12
51484.44;377410.60;4122;Arnreit;Wippling;Wippling;1
51447.18;377412.89;4122;Arnreit;Wippling;Wippling;2
51415.06;377506.32;4122;Arnreit;Wippling;Wippling;4
51403.45;377431.85;4122;Arnreit;Wippling;Wippling;5
51380.10;377471.28;4122;Arnreit;Wippling;Wippling;6
51315.63;377480.52;4122;Arnreit;Wippling;Wippling;7
51262.43;377497.72;4122;Arnreit;Wippling;Wippling;8
51198.68;377521.80;4122;Arnreit;Wippling;Wippling;9
51235.07;377464.20;4122;Arnreit;Wippling;Wippling;10
51476.48;377389.23;4122;Arnreit;Wippling;Wippling;11
50918.38;376972.08;4122;Arnreit;Wippling;Wippling;12
52011.28;377741.62;4122;Arnreit;Wippling;Wippling;13
52033.22;377784.80;4122;Arnreit;Wippling;Wippling;14
51512.08;377369.23;4122;Arnreit;Wippling;Wippling;15
52000.31;377799.71;4122;Arnreit;Wippling;Wippling;16
52153.34;377094.40;4122;Arnreit;Wippling;Wippling;17
51375.33;377402.99;4122;Arnreit;Wippling;Wippling;18
51486.29;377419.82;4122;Arnreit;Wippling;Wippling;19
39710.04;378070.07;4152;Atzesberg;Atzesberg;Atzesberg;1
39667.63;378047.10;4152;Atzesberg;Atzesberg;Atzesberg;3
39674.09;378028.91;4152;Atzesberg;Atzesberg;Atzesberg;3
39652.04;377984.31;4152;Atzesberg;Atzesberg;Atzesberg;4
39694.65;377987.24;4152;Atzesberg;Atzesberg;Atzesberg;5
39708.20;378030.04;4152;Atzesberg;Atzesberg;Atzesberg;6
39727.85;378013.00;4152;Atzesberg;Atzesberg;Atzesberg;6
40008.38;377966.72;4152;Atzesberg;Atzesberg;Atzesberg;7
40020.51;377974.90;4152;Atzesberg;Atzesberg;Atzesberg;7
40032.20;378001.88;4152;Atzesberg;Atzesberg;Atzesberg;8
39327.81;377899.34;4152;Atzesberg;Atzesberg;Atzesberg;11
39329.00;377869.22;4152;Atzesberg;Atzesberg;Atzesberg;11
39978.00;377964.00;4152;Atzesberg;Atzesberg;Atzesberg;12
39715.83;377968.14;4152;Atzesberg;Atzesberg;Atzesberg;13
39667.26;377962.29;4152;Atzesberg;Atzesberg;Atzesberg;14
40188.65;377605.81;4152;Atzesberg;Atzesberg;Atzesberg;15
40159.59;377589.16;4152;Atzesberg;Atzesberg;Atzesberg;16
38092.03;378620.31;4152;Atzesberg;Hohenschlag;Hohenschlag;1
37987.70;378687.13;4152;Atzesberg;Hohenschlag;Hohenschlag;3
37909.95;378737.11;4152;Atzesberg;Hohenschlag;Hohenschlag;5
37889.43;378778.68;4152;Atzesberg;Hohenschlag;Hohenschlag;6
37771.77;378790.57;4152;Atzesberg;Hohenschlag;Hohenschlag;8
37803.01;378729.68;4152;Atzesberg;Hohenschlag;Hohenschlag;10
37862.31;378721.72;4152;Atzesberg;Hohenschlag;Hohenschlag;11
37849.35;378733.63;4152;Atzesberg;Hohenschlag;Hohenschlag;12
37873.71;378708.78;4152;Atzesberg;Hohenschlag;Hohenschlag;14
38088.29;378671.06;4152;Atzesberg;Hohenschlag;Hohenschlag;15
37029.10;378972.69;4152;Atzesberg;Hohenschlag;Hohenschlag;16
37065.79;379755.01;4152;Atzesberg;Hohenschlag;Hohenschlag;17
38111.91;378512.57;4152;Atzesberg;Hohenschlag;Hohenschlag;18
38127.55;378609.96;4152;Atzesberg;Hohenschlag;Hohenschlag;19
37568.54;379586.07;4152;Atzesberg;Mitternschlag;Mitternschlag;1
37593.00;379586.00;4152;Atzesberg;Mitternschlag;Mitternschlag;2
37689.04;379638.85;4152;Atzesberg;Mitternschlag;Mitternschlag;3
37722.35;379806.36;4152;Atzesberg;Mitternschlag;Mitternschlag;4
37745.99;379785.66;4152;Atzesberg;Mitternschlag;Mitternschlag;4
37756.16;379897.06;4152;Atzesberg;Mitternschlag;Mitternschlag;5
37696.59;379905.19;4152;Atzesberg;Mitternschlag;Mitternschlag;6
37702.56;379943.39;4152;Atzesberg;Mitternschlag;Mitternschlag;7
37684.35;379964.64;4152;Atzesberg;Mitternschlag;Mitternschlag;8
37682.04;379994.08;4152;Atzesberg;Mitternschlag;Mitternschlag;9
37634.40;379989.65;4152;Atzesberg;Mitternschlag;Mitternschlag;10
37617.65;380021.77;4152;Atzesberg;Mitternschlag;Mitternschlag;11
37567.81;380067.94;4152;Atzesberg;Mitternschlag;Mitternschlag;12
37453.43;380092.20;4152;Atzesberg;Mitternschlag;Mitternschlag;13
37530.38;380090.31;4152;Atzesberg;Mitternschlag;Mitternschlag;14
37346.22;380160.21;4152;Atzesberg;Mitternschlag;Mitternschlag;15
37396.23;380142.07;4152;Atzesberg;Mitternschlag;Mitternschlag;15
37198.91;380225.07;4152;Atzesberg;Mitternschlag;Mitternschlag;16
37159.85;380242.82;4152;Atzesberg;Mitternschlag;Mitternschlag;17
37064.52;380396.62;4152;Atzesberg;Mitternschlag;Mitternschlag;18
37026.53;380403.27;4152;Atzesberg;Mitternschlag;Mitternschlag;19
36989.19;380406.62;4152;Atzesberg;Mitternschlag;Mitternschlag;20
36999.88;380378.80;4152;Atzesberg;Mitternschlag;Mitternschlag;21
36965.38;380404.29;4152;Atzesberg;Mitternschlag;Mitternschlag;22
36912.73;380392.84;4152;Atzesberg;Mitternschlag;Mitternschlag;23
36890.58;380384.77;4152;Atzesberg;Mitternschlag;Mitternschlag;24
37712.55;380293.57;4152;Atzesberg;Mitternschlag;Mitternschlag;25
37909.00;380231.00;4152;Atzesberg;Mitternschlag;Mitternschlag;26
37510.16;379553.65;4152;Atzesberg;Mitternschlag;Mitternschlag;27
37521.96;379569.18;4152;Atzesberg;Mitternschlag;Mitternschlag;28
37531.89;379584.29;4152;Atzesberg;Mitternschlag;Mitternschlag;29
37541.64;379599.35;4152;Atzesberg;Mitternschlag;Mitternschlag;30
37525.32;379618.10;4152;Atzesberg;Mitternschlag;Mitternschlag;31
37516.82;379602.92;4152;Atzesberg;Mitternschlag;Mitternschlag;32
37507.44;379587.71;4152;Atzesberg;Mitternschlag;Mitternschlag;33
37495.65;379572.58;4152;Atzesberg;Mitternschlag;Mitternschlag;34
37485.09;379560.55;4152;Atzesberg;Mitternschlag;Mitternschlag;35
37475.08;379545.96;4152;Atzesberg;Mitternschlag;Mitternschlag;36
37457.43;379496.92;4152;Atzesberg;Mitternschlag;Mitternschlag;37
37442.50;379482.67;4152;Atzesberg;Mitternschlag;Mitternschlag;38
37423.13;379448.42;4152;Atzesberg;Mitternschlag;Mitternschlag;40
37543.06;379521.18;4152;Atzesberg;Mitternschlag;Mitternschlag;44
37779.38;379904.85;4152;Atzesberg;Mitternschlag;Mitternschlag;45
36841.14;380390.80;4152;Atzesberg;Mitternschlag;Mitternschlag;46
37602.80;380043.76;4152;Atzesberg;Mitternschlag;Mitternschlag;47
37499.11;379486.41;4152;Atzesberg;Mitternschlag;Mitternschlag;52
36948.59;380376.01;4152;Atzesberg;Mitternschlag;Mitternschlag;55
39094.09;377442.20;4134;Atzesberg;Kramsreith;Kramsreith;1
39085.21;377470.48;4134;Atzesberg;Kramsreith;Kramsreith;1
38824.01;377572.87;4134;Atzesberg;Kramsreith;Kramsreith;3
38907.45;377506.66;4134;Atzesberg;Kramsreith;Kramsreith;4
38761.97;377583.10;4134;Atzesberg;Kramsreith;Kramsreith;5
38528.27;377967.57;4134;Atzesberg;Kramsreith;Kramsreith;7
38481.22;377958.54;4134;Atzesberg;Kramsreith;Kramsreith;8
38878.42;377582.56;4134;Atzesberg;Kramsreith;Kramsreith;9
37560.95;378535.24;4134;Atzesberg;Krien;Krien;20
37621.18;378409.91;4134;Atzesberg;Krien;Krien;22
38409.78;377510.16;4134;Atzesberg;Krien;Krien;23
39492.81;379690.01;4152;Atzesberg;Obernreith;Obernreith;1
39475.00;379670.00;4152;Atzesberg;Obernreith;Obernreith;1
39532.01;379634.75;4152;Atzesberg;Obernreith;Obernreith;2
39804.20;379643.61;4152;Atzesberg;Obernreith;Obernreith;3
39813.99;379641.37;4152;Atzesberg;Obernreith;Obernreith;4
39734.07;380135.92;4152;Atzesberg;Obernreith;Obernreith;5
38851.96;380293.54;4152;Atzesberg;Obernreith;Obernreith;7
38757.97;380086.04;4152;Atzesberg;Obernreith;Obernreith;9
39420.23;379072.21;4152;Atzesberg;Obernreith;Obernreith;11
39400.45;379059.21;4152;Atzesberg;Obernreith;Obernreith;12
39157.76;379390.00;4152;Atzesberg;Obernreith;Obernreith;13
38902.17;379272.80;4152;Atzesberg;Obernreith;Obernreith;14
38909.80;379296.66;4152;Atzesberg;Obernreith;Obernreith;14
38582.21;379371.18;4152;Atzesberg;Obernreith;Obernreith;16
40188.42;378571.59;4152;Atzesberg;Ohnerstorf;Ohnerstorf;1
40166.39;378579.18;4152;Atzesberg;Ohnerstorf;Ohnerstorf;1
40172.80;378645.85;4152;Atzesberg;Ohnerstorf;Ohnerstorf;2
40117.39;378635.41;4152;Atzesberg;Ohnerstorf;Ohnerstorf;3
40089.76;378623.91;4152;Atzesberg;Ohnerstorf;Ohnerstorf;4
40099.00;378609.90;4152;Atzesberg;Ohnerstorf;Ohnerstorf;5
40066.02;378627.66;4152;Atzesberg;Ohnerstorf;Ohnerstorf;6
40107.37;378649.32;4152;Atzesberg;Ohnerstorf;Ohnerstorf;7
40131.31;378653.29;4152;Atzesberg;Ohnerstorf;Ohnerstorf;8
40145.63;378662.76;4152;Atzesberg;Ohnerstorf;Ohnerstorf;9
40223.07;378657.93;4152;Atzesberg;Ohnerstorf;Ohnerstorf;10
40226.03;378589.36;4152;Atzesberg;Ohnerstorf;Ohnerstorf;11
40230.33;378619.70;4152;Atzesberg;Ohnerstorf;Ohnerstorf;11
